Player,Inns,Runs,Overs,Conc,Wkts,Ct,St,Opposition,Ground,StartDate,Result
BBSran,2,0,8,63,0,0,0,vAustralia,Melbourne,1/17/2016,yes
UTYadav,1,0,8,64,0,1,0,vSriLanka,Kingston,7/2/2013,yes
KVSharma,2,0,9,64,0,2,0,vSriLanka,Kolkata,11/13/2014,yes
BKumar,1,0,10,65,0,1,0,vSouthAfrica,Rajkot,10/18/2015,yes
ARPatel,1,0,8,65,0,0,0,vSouthAfrica,Mumbai,10/25/2015,yes
RAJadeja,1,0,9,66,0,0,0,vEngland,Leeds,9/5/2014,yes
RAJadeja,1,0,8,67,0,1,0,vPakistan,TheOval,6/18/2017,yes
BKumar,1,0,10,67,0,0,0,vSouthAfrica,Kanpur,10/11/2015,yes
UTYadav,2,0,9.4,67,0,0,0,vSriLanka,TheOval,6/8/2017,yes
JJBumrah,1,0,9,68,0,0,0,vPakistan,TheOval,6/18/2017,yes
BKumar,1,0,9,68,0,0,0,vSouthAfrica,Johannesburg,12/5/2013,yes
MohammedShami,1,0,10,68,0,0,0,vAustralia,Sydney,3/26/2015,yes
MohammedShami,1,0,10,68,0,0,0,vSriLanka,Kingston,7/2/2013,yes
ISharma,1,0,9,68,0,0,0,vSriLanka,Kingston,7/2/2013,yes
BKumar,1,0,8,69,0,0,0,vAustralia,Canberra,1/20/2016,yes
RAshwin,1,0,10,70,0,0,0,vPakistan,TheOval,6/18/2017,yes
ISharma,1,0,9,70,0,1,0,vAustralia,Jaipur,10/16/2013,yes
RAJadeja,1,0,10,71,0,0,0,vZimbabwe,Auckland,3/14/2015,yes
RAJadeja,1,0,10,72,0,0,0,vAustralia,Jaipur,10/16/2013,yes
AMishra,1,0,10,78,0,0,0,vSouthAfrica,Mumbai,10/25/2015,yes
AMishra,1,0,10,78,0,0,0,vAustralia,Nagpur,10/30/2013,yes
MMSharma,1,0,10,82,0,0,0,vSouthAfrica,Johannesburg,12/5/2013,yes
ISharma,1,0,10,86,0,0,0,vEngland,Rajkot,1/11/2013,yes
RAshwin,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
RAshwin,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
STRBinny,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
STRBinny,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
SDhawan,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
SDhawan,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
SDhawan,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
MSDhoni,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
MSDhoni,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
MSDhoni,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
RAJadeja,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
RAJadeja,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
KMJadhav,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
VKohli,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
VKohli,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
VKohli,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
KuldeepYadav,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
BKumar,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
MohammedShami,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
MohammedShami,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
HHPandya,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
ARPatel,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
ARPatel,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
CAPujara,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
AMRahane,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
AMRahane,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
AMRahane,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
SKRaina,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
SKRaina,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
SKRaina,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
ATRayudu,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
ATRayudu,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
WPSaha,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
ISharma,0,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
ISharma,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
MMSharma,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
RGSharma,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
MKTiwary,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
RVUthappa,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
UTYadav,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
UTYadav,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
UTYadav,0,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
YuvrajSingh,0,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
YuvrajSingh,0,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
VRAaron,1,0,0,0,0,0,0,vSriLanka,Cuttack,11/2/2014,no
VRAaron,1,0,0,0,0,0,0,vNewZealand,Hamilton,1/28/2014,no
RAshwin,1,9,0,0,0,0,0,vPakistan,Dhaka,3/2/2014,no
RAshwin,1,1,0,0,0,0,0,vEngland,Birmingham,6/23/2013,no
RAshwin,1,0,0,0,0,0,0,vAustralia,Bengaluru,11/2/2013,no
RAshwin,1,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
RAshwin,1,4,0,0,0,0,0,vBangladesh,Dhaka,6/21/2015,no
RAshwin,1,31,0,0,0,0,0,vPakistan,Chennai,12/30/2012,no
RAshwin,1,10,0,0,0,0,0,vSouthAfrica,Cardiff,6/6/2013,no
RAshwin,1,10,0,0,0,0,0,vEngland,Cardiff,8/27/2014,no
RAshwin,1,1,0,0,0,0,0,vAustralia,Brisbane,1/15/2016,no
RAshwin,1,28,0,0,0,0,0,vAustralia,Mohali,10/19/2013,no
RAshwin,1,19,0,0,0,0,0,vWestIndies,Visakhapatnam,11/24/2013,no
RAshwin,1,0,0,0,0,0,0,vSriLanka,PortofSpain,7/9/2013,no
RAshwin,1,3,0,0,0,0,0,vBangladesh,Melbourne,3/19/2015,no
RAshwin,1,0,0,0,0,0,0,vWestIndies,NorthSound,6/30/2017,no
RAshwin,1,0,0,0,0,0,0,vPakistan,Delhi,1/6/2013,no
RAshwin,1,5,0,0,0,0,0,vNewZealand,Hamilton,1/28/2014,no
RAshwin,1,1,0,0,0,0,0,vPakistan,Adelaide,2/15/2015,no
RAshwin,1,0,0,0,0,0,0,vAustralia,Perth,1/12/2016,no
RAshwin,1,0,0,0,0,0,0,vEngland,Cuttack,1/19/2017,no
RAshwin,1,18,0,0,0,0,0,vSriLanka,Fatullah,2/28/2014,no
RAshwin,1,19,0,0,0,0,0,vEngland,Dharamsala,1/27/2013,no
RAshwin,1,25,0,0,0,0,0,vWestIndies,PortofSpain,7/5/2013,no
RAshwin,1,5,0,0,0,0,0,vWestIndies,Kingston,6/30/2013,no
RAshwin,1,0,0,0,0,0,0,vSriLanka,Cuttack,11/2/2014,no
RAshwin,1,0,0,0,0,0,0,vWestIndies,PortofSpain,6/25/2017,no
RAshwin,1,14,0,0,0,0,0,vAustralia,Melbourne,1/18/2015,no
RAshwin,1,0,0,0,0,0,0,vBangladesh,Dhaka,6/24/2015,no
RAshwin,1,1,0,0,0,0,0,vEngland,Kochi,1/15/2013,no
RAshwin,1,5,0,0,0,0,0,vSouthAfrica,Melbourne,2/22/2015,no
STRBinny,1,3,0,0,0,0,0,vBangladesh,Dhaka,6/17/2014,no
STRBinny,1,7,0,0,0,0,0,vEngland,Perth,1/30/2015,no
STRBinny,1,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
STRBinny,1,25,0,0,0,0,0,vZimbabwe,Harare,7/12/2015,no
STRBinny,1,0,0,0,0,0,0,vNewZealand,Hamilton,1/28/2014,no
STRBinny,1,0,0,0,0,0,0,vSriLanka,Kolkata,11/13/2014,no
STRBinny,1,0,0,0,0,0,0,vSriLanka,Fatullah,2/28/2014,no
STRBinny,1,44,0,0,0,0,0,vEngland,Brisbane,1/20/2015,no
STRBinny,1,77,0,0,0,0,0,vZimbabwe,Harare,7/10/2015,no
STRBinny,1,25,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
STRBinny,1,17,0,0,0,0,0,vBangladesh,Dhaka,6/24/2015,no
STRBinny,1,18,0,0,0,0,0,vZimbabwe,Harare,7/14/2015,no
JJBumrah,1,0,0,0,0,0,0,vEngland,Cuttack,1/19/2017,no
JJBumrah,1,0,0,0,0,0,0,vPakistan,Birmingham,6/4/2017,no
JJBumrah,1,0,0,0,0,0,0,vNewZealand,Visakhapatnam,10/29/2016,no
JJBumrah,1,0,0,0,0,0,0,vSriLanka,Colombo(RPS),8/31/2017,no
JJBumrah,1,0,0,0,0,0,0,vSriLanka,TheOval,6/8/2017,no
RDhawan,1,3,0,0,0,0,0,vAustralia,Melbourne,1/17/2016,no
SDhawan,1,2,0,0,0,0,0,vAustralia,Melbourne,1/18/2015,no
SDhawan,1,0,0,0,0,1,0,vZimbabwe,Harare,7/24/2013,no
SDhawan,1,68,0,0,0,0,0,vAustralia,Melbourne,1/17/2016,no
SDhawan,1,68,0,0,0,0,0,vPakistan,Birmingham,6/4/2017,no
SDhawan,1,0,0,0,0,1,0,vEngland,Pune,1/15/2017,no
SDhawan,1,23,0,0,0,0,0,vSouthAfrica,Indore,10/14/2015,no
SDhawan,1,10,0,0,0,0,0,vPakistan,Dhaka,3/2/2014,no
SDhawan,1,75,0,0,0,0,0,vBangladesh,Dhaka,6/24/2015,no
SDhawan,1,0,0,0,0,0,0,vAustralia,Sydney,1/23/2016,no
SDhawan,1,137,0,0,0,0,0,vSouthAfrica,Melbourne,2/22/2015,no
SDhawan,1,0,0,0,0,0,0,vAustralia,Pune,10/13/2013,no
SDhawan,1,0,0,0,0,0,0,vWestIndies,TheOval,6/11/2013,no
SDhawan,1,0,0,0,0,0,0,vSouthAfrica,TheOval,6/11/2017,no
SDhawan,1,0,0,0,0,0,0,vSriLanka,Kingston,7/2/2013,no
SDhawan,1,38,0,0,0,0,0,vEngland,Perth,1/30/2015,no
SDhawan,1,0,0,0,0,0,0,vAustralia,Ranchi,10/23/2013,no
SDhawan,1,31,0,0,0,0,0,vEngland,Birmingham,6/23/2013,no
SDhawan,1,0,0,0,0,0,0,vSouthAfrica,Mumbai,10/25/2015,no
SDhawan,1,0,0,0,0,0,0,vIreland,Hamilton,3/10/2015,no
SDhawan,1,0,0,0,0,1,0,vSriLanka,Dambulla,8/20/2017,no
SDhawan,1,87,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
SDhawan,1,60,0,0,0,0,0,vAustralia,Bengaluru,11/2/2013,no
SDhawan,1,0,0,0,0,0,0,vEngland,Nottingham,8/30/2014,no
SDhawan,1,0,0,0,0,1,0,vWestIndies,Kanpur,11/27/2013,no
SDhawan,1,0,0,0,0,0,0,vEngland,Leeds,9/5/2014,no
SDhawan,1,0,0,0,0,1,0,vAustralia,Sydney,3/26/2015,no
SDhawan,1,4,0,0,0,0,0,vSriLanka,Colombo(RPS),8/31/2017,no
SDhawan,1,0,0,0,0,1,0,vNewZealand,Hamilton,1/22/2014,no
SDhawan,1,35,0,0,0,0,0,vWestIndies,Dharamsala,10/17/2014,no
SDhawan,1,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
SDhawan,1,0,0,0,0,0,0,vZimbabwe,Bulawayo,8/3/2013,no
SDhawan,1,0,0,0,0,1,0,vNewZealand,Wellington,1/31/2014,no
SDhawan,1,0,0,0,0,1,0,vSriLanka,Hyderabad(Deccan),11/9/2014,no
SDhawan,1,0,0,0,0,0,0,vSriLanka,PortofSpain,7/11/2013,no
SDhawan,1,53,0,0,0,0,0,vBangladesh,Dhaka,6/21/2015,no
SDhawan,1,0,0,0,0,1,0,vZimbabwe,Harare,7/28/2013,no
SDhawan,1,0,0,0,0,0,0,vAustralia,Canberra,1/20/2016,no
SDhawan,1,125,0,0,0,0,0,vSriLanka,TheOval,6/8/2017,no
SDhawan,1,114,0,0,0,0,0,vSouthAfrica,Cardiff,6/6/2013,no
SDhawan,1,6,0,0,0,0,0,vAustralia,Brisbane,1/15/2016,no
SDhawan,1,11,0,0,0,0,0,vEngland,Cardiff,8/27/2014,no
SDhawan,1,8,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
SDhawan,1,0,0,0,0,0,0,vWestIndies,Perth,3/6/2015,no
SDhawan,1,7,0,0,0,0,0,vSouthAfrica,Chennai,10/22/2015,no
SDhawan,1,8,0,0,0,0,0,vAustralia,Mohali,10/19/2013,no
SDhawan,1,0,0,0,0,1,0,vSriLanka,Cardiff,6/20/2013,no
SDhawan,1,35,0,0,0,0,0,vWestIndies,Visakhapatnam,11/24/2013,no
SDhawan,1,15,0,0,0,0,0,vSriLanka,PortofSpain,7/9/2013,no
SDhawan,1,0,0,0,0,0,0,vPakistan,TheOval,6/18/2017,no
SDhawan,1,0,0,0,0,0,0,vSouthAfrica,Durban,12/8/2013,no
SDhawan,1,0,0,0,0,0,0,vNewZealand,Napier,1/19/2014,no
SDhawan,1,0,0,0,0,0,0,vEngland,Birmingham,9/2/2014,no
SDhawan,1,0,0,0,0,2,0,vWestIndies,Kingston,7/6/2017,no
SDhawan,1,30,0,0,0,0,0,vBangladesh,Melbourne,3/19/2015,no
SDhawan,1,0,0,0,0,0,0,vSriLanka,Pallekele,8/27/2017,no
SDhawan,1,2,0,0,0,0,0,vWestIndies,NorthSound,6/30/2017,no
SDhawan,1,0,0,0,0,0,0,vBangladesh,Dhaka,6/18/2015,no
SDhawan,1,0,0,0,0,1,0,vSriLanka,Ahmedabad,11/6/2014,no
SDhawan,1,1,0,0,0,0,0,vWestIndies,Delhi,10/11/2014,no
SDhawan,1,116,0,0,0,0,0,vZimbabwe,Harare,7/26/2013,no
SDhawan,1,11,0,0,0,0,0,vEngland,Cuttack,1/19/2017,no
SDhawan,1,9,0,0,0,0,0,vAustralia,Perth,1/12/2016,no
SDhawan,1,94,0,0,0,0,0,vSriLanka,Fatullah,2/28/2014,no
SDhawan,1,73,0,0,0,0,0,vPakistan,Adelaide,2/15/2015,no
SDhawan,1,1,0,0,0,0,0,vEngland,Brisbane,1/20/2015,no
SDhawan,1,0,0,0,0,0,0,vAfghanistan,Dhaka,3/5/2014,no
SDhawan,1,0,0,0,0,0,0,vPakistan,Birmingham,6/15/2013,no
SDhawan,1,0,0,0,0,1,0,vU.A.E.,Perth,2/28/2015,no
SDhawan,1,0,0,0,0,0,0,vSouthAfrica,Rajkot,10/18/2015,no
SDhawan,1,0,0,0,0,0,0,vAustralia,Jaipur,10/16/2013,no
SDhawan,1,0,0,0,0,0,0,vSouthAfrica,Kanpur,10/11/2015,no
SDhawan,1,0,0,0,0,1,0,vWestIndies,Kochi,11/21/2013,no
SDhawan,1,69,0,0,0,0,0,vWestIndies,PortofSpain,7/5/2013,no
SDhawan,1,0,0,0,0,0,0,vBangladesh,Birmingham,6/15/2017,no
SDhawan,1,0,0,0,0,2,0,vZimbabwe,Auckland,3/14/2015,no
SDhawan,1,0,0,0,0,1,0,vSriLanka,Pallekele,8/24/2017,no
SDhawan,1,0,0,0,0,1,0,vAustralia,Nagpur,10/30/2013,no
SDhawan,1,0,0,0,0,0,0,vWestIndies,NorthSound,7/2/2017,no
SDhawan,1,11,0,0,0,0,0,vWestIndies,Kingston,6/30/2013,no
SDhawan,1,0,0,0,0,0,0,vSouthAfrica,Johannesburg,12/5/2013,no
SDhawan,1,63,0,0,0,0,0,vWestIndies,PortofSpain,6/25/2017,no
SDhawan,1,113,0,0,0,0,0,vSriLanka,Cuttack,11/2/2014,no
SDhawan,1,0,0,0,0,0,0,vNewZealand,Auckland,1/25/2014,no
SDhawan,1,0,0,0,0,2,0,vWestIndies,Kochi,10/8/2014,no
SDhawan,1,0,0,0,0,0,0,vBangladesh,Fatullah,2/26/2014,no
MSDhoni,1,113,0,0,0,0,0,vPakistan,Chennai,12/30/2012,no
MSDhoni,1,0,0,0,0,1,0,vAustralia,Sydney,1/23/2016,no
MSDhoni,1,0,0,0,0,0,0,vSouthAfrica,Centurion,12/11/2013,no
MSDhoni,1,0,0,0,0,1,3,vSriLanka,PortofSpain,7/11/2013,no
MSDhoni,1,9,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
MSDhoni,1,0,0,0,0,0,0,vAustralia,Sydney,3/26/2015,no
MSDhoni,1,6,0,0,0,0,0,vWestIndies,Dharamsala,10/17/2014,no
MSDhoni,1,0,0,0,0,2,1,vNewZealand,Hamilton,1/22/2014,no
MSDhoni,1,0,0,0,0,1,0,vZimbabwe,Harare,6/15/2016,no
MSDhoni,1,47,0,0,0,0,0,vBangladesh,Dhaka,6/21/2015,no
MSDhoni,1,0,0,0,0,0,0,vEngland,Rajkot,1/11/2013,no
MSDhoni,1,0,0,0,0,0,0,vNewZealand,Wellington,1/31/2014,no
MSDhoni,1,0,0,0,0,0,1,vSriLanka,Dambulla,8/20/2017,no
MSDhoni,1,0,0,0,0,0,0,vEngland,Mohali,1/23/2013,no
MSDhoni,1,139,0,0,0,0,0,vAustralia,Mohali,10/19/2013,no
MSDhoni,1,49,0,0,0,0,0,vSriLanka,Colombo(RPS),8/31/2017,no
MSDhoni,1,41,0,0,0,0,0,vNewZealand,Visakhapatnam,10/29/2016,no
MSDhoni,1,27,0,0,0,0,0,vSouthAfrica,Cardiff,6/6/2013,no
MSDhoni,1,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
MSDhoni,1,0,0,0,0,0,0,vEngland,Kolkata,1/22/2017,no
MSDhoni,1,62,0,0,0,0,0,vAustralia,Bengaluru,11/2/2013,no
MSDhoni,1,51,0,0,0,0,0,vWestIndies,Visakhapatnam,11/24/2013,no
MSDhoni,1,63,0,0,0,0,0,vSriLanka,TheOval,6/8/2017,no
MSDhoni,1,52,0,0,0,0,0,vEngland,Cardiff,8/27/2014,no
MSDhoni,1,11,0,0,0,0,0,vAustralia,Brisbane,1/15/2016,no
MSDhoni,1,0,0,0,0,2,0,vWestIndies,Perth,3/6/2015,no
MSDhoni,1,15,0,0,0,0,0,vSouthAfrica,Chennai,10/22/2015,no
MSDhoni,1,0,0,0,0,0,0,vPakistan,TheOval,6/18/2017,no
MSDhoni,1,0,0,0,0,0,0,vAustralia,Canberra,1/20/2016,no
MSDhoni,1,0,0,0,0,1,1,vSouthAfrica,Durban,12/8/2013,no
MSDhoni,1,6,0,0,0,0,0,vBangladesh,Melbourne,3/19/2015,no
MSDhoni,1,51,0,0,0,0,0,vWestIndies,Delhi,10/11/2014,no
MSDhoni,1,78,0,0,0,0,0,vWestIndies,NorthSound,6/30/2017,no
MSDhoni,1,36,0,0,0,0,0,vPakistan,Delhi,1/6/2013,no
MSDhoni,1,0,0,0,0,1,0,vZimbabwe,Harare,6/13/2016,no
MSDhoni,1,0,0,0,0,0,0,vBangladesh,Dhaka,6/18/2015,no
MSDhoni,1,0,0,0,0,2,0,vWestIndies,Kingston,7/6/2017,no
MSDhoni,1,79,0,0,0,0,0,vNewZealand,Hamilton,1/28/2014,no
MSDhoni,1,0,0,0,0,3,0,vEngland,Ranchi,1/19/2013,no
MSDhoni,1,0,0,0,0,1,0,vNewZealand,Delhi,10/20/2016,no
MSDhoni,1,0,0,0,0,2,0,vNewZealand,Ranchi,10/26/2016,no
MSDhoni,1,0,0,0,0,1,0,vAustralia,Jaipur,10/16/2013,no
MSDhoni,1,0,0,0,0,0,0,vSriLanka,Pallekele,8/27/2017,no
MSDhoni,1,0,0,0,0,1,1,vSouthAfrica,Kanpur,10/11/2015,no
MSDhoni,1,34,0,0,0,0,0,vEngland,Brisbane,1/20/2015,no
MSDhoni,1,0,0,0,0,0,0,vAustralia,Nagpur,10/30/2013,no
MSDhoni,1,134,0,0,0,0,0,vEngland,Cuttack,1/19/2017,no
MSDhoni,1,0,0,0,0,2,0,vPakistan,Birmingham,6/15/2013,no
MSDhoni,1,0,0,0,0,0,1,vWestIndies,Kochi,11/21/2013,no
MSDhoni,1,18,0,0,0,0,0,vPakistan,Adelaide,2/15/2015,no
MSDhoni,1,18,0,0,0,0,0,vAustralia,Perth,1/12/2016,no
MSDhoni,1,0,0,0,0,2,0,vU.A.E.,Perth,2/28/2015,no
MSDhoni,1,0,0,0,0,0,1,vSouthAfrica,Rajkot,10/18/2015,no
MSDhoni,1,27,0,0,0,0,0,vWestIndies,Kingston,6/30/2013,no
MSDhoni,1,0,0,0,0,0,0,vEngland,Birmingham,9/2/2014,no
MSDhoni,1,0,0,0,0,0,0,vSouthAfrica,Johannesburg,12/5/2013,no
MSDhoni,1,0,0,0,0,1,0,vBangladesh,Birmingham,6/15/2017,no
MSDhoni,1,0,0,0,0,2,0,vZimbabwe,Auckland,3/14/2015,no
MSDhoni,1,0,0,0,0,0,0,vWestIndies,Kochi,10/8/2014,no
MSDhoni,1,13,0,0,0,0,0,vWestIndies,PortofSpain,6/25/2017,no
MSDhoni,1,0,0,0,0,0,1,vPakistan,Kolkata,1/3/2013,no
MSDhoni,1,0,0,0,0,2,0,vZimbabwe,Harare,6/11/2016,no
MSDhoni,1,0,0,0,0,2,0,vNewZealand,Napier,1/19/2014,no
MSDhoni,1,0,0,0,0,0,0,vNewZealand,Auckland,1/25/2014,no
MSDhoni,1,0,0,0,0,2,0,vWestIndies,NorthSound,7/2/2017,no
MSDhoni,1,72,0,0,0,0,0,vEngland,Kochi,1/15/2013,no
MSDhoni,1,0,0,0,0,2,0,vNewZealand,Dharamsala,10/16/2016,no
MSDhoni,1,69,0,0,0,0,0,vBangladesh,Dhaka,6/24/2015,no
MSDhoni,1,0,0,0,0,0,0,vAustralia,Pune,10/13/2013,no
MSDhoni,1,0,0,0,0,0,1,vSriLanka,Pallekele,8/24/2017,no
MSDhoni,1,0,0,0,0,0,2,vNewZealand,Mohali,10/23/2016,no
MSDhoni,1,15,0,0,0,0,0,vEngland,Dharamsala,1/27/2013,no
MSDhoni,1,19,0,0,0,0,0,vAustralia,Melbourne,1/18/2015,no
MSDhoni,1,0,0,0,0,2,1,vSriLanka,Colombo(RPS),9/3/2017,no
MSDhoni,1,0,0,0,0,1,1,vEngland,Pune,1/15/2017,no
MSDhoni,1,0,0,0,0,1,1,vWestIndies,TheOval,6/11/2013,no
MSDhoni,1,0,0,0,0,1,1,vAustralia,Ranchi,10/23/2013,no
MSDhoni,1,17,0,0,0,0,0,vEngland,Perth,1/30/2015,no
MSDhoni,1,0,0,0,0,0,0,vPakistan,Birmingham,6/4/2017,no
MSDhoni,1,0,0,0,0,0,0,vEngland,Birmingham,6/23/2013,no
MSDhoni,1,18,0,0,0,0,0,vSouthAfrica,Melbourne,2/22/2015,no
MSDhoni,1,92,0,0,0,0,0,vSouthAfrica,Indore,10/14/2015,no
MSDhoni,1,0,0,0,0,2,0,vSouthAfrica,TheOval,6/11/2017,no
MSDhoni,1,0,0,0,0,2,2,vEngland,Nottingham,8/30/2014,no
MSDhoni,1,0,0,0,0,1,0,vWestIndies,Kanpur,11/27/2013,no
MSDhoni,1,23,0,0,0,0,0,vAustralia,Melbourne,1/17/2016,no
MSDhoni,1,0,0,0,0,2,0,vIreland,Hamilton,3/10/2015,no
MSDhoni,1,0,0,0,0,2,0,vSouthAfrica,Mumbai,10/25/2015,no
MSDhoni,1,0,0,0,0,1,1,vEngland,Leeds,9/5/2014,no
ABDinda,1,0,0,0,0,0,0,vPakistan,Chennai,12/30/2012,no
FYFazal,1,0,0,0,0,0,0,vZimbabwe,Harare,6/15/2016,no
GGambhir,1,8,0,0,0,0,0,vPakistan,Chennai,12/30/2012,no
GGambhir,1,0,0,0,0,0,0,vEngland,Rajkot,1/11/2013,no
GGambhir,1,0,0,0,0,0,0,vEngland,Mohali,1/23/2013,no
GGambhir,1,15,0,0,0,0,0,vPakistan,Delhi,1/6/2013,no
GGambhir,1,0,0,0,0,0,0,vEngland,Ranchi,1/19/2013,no
GGambhir,1,24,0,0,0,0,0,vEngland,Dharamsala,1/27/2013,no
GGambhir,1,0,0,0,0,0,0,vPakistan,Kolkata,1/3/2013,no
GGambhir,1,8,0,0,0,0,0,vEngland,Kochi,1/15/2013,no
GurkeeratSingh,1,8,0,0,0,0,0,vAustralia,Melbourne,1/17/2016,no
HarbhajanSingh,1,5,0,0,0,0,0,vZimbabwe,Harare,7/12/2015,no
HarbhajanSingh,1,0,0,0,0,0,0,vSouthAfrica,Chennai,10/22/2015,no
HarbhajanSingh,1,0,0,0,0,0,0,vZimbabwe,Harare,7/10/2015,no
HarbhajanSingh,1,0,0,0,0,0,0,vZimbabwe,Harare,7/14/2015,no
HarbhajanSingh,1,22,0,0,0,0,0,vSouthAfrica,Indore,10/14/2015,no
RAJadeja,1,61,0,0,0,0,0,vEngland,Kochi,1/15/2013,no
RAJadeja,1,0,0,0,0,0,0,vPakistan,Birmingham,6/4/2017,no
RAJadeja,1,6,0,0,0,0,0,vAustralia,Melbourne,1/17/2016,no
RAJadeja,1,52,0,0,0,0,0,vPakistan,Dhaka,3/2/2014,no
RAJadeja,1,5,0,0,0,0,0,vEngland,Perth,1/30/2015,no
RAJadeja,1,2,0,0,0,0,0,vSouthAfrica,Melbourne,2/22/2015,no
RAJadeja,1,33,0,0,0,0,0,vEngland,Birmingham,6/23/2013,no
RAJadeja,1,2,0,0,0,0,0,vWestIndies,Dharamsala,10/17/2014,no
RAJadeja,1,0,0,0,0,0,0,vAustralia,Bengaluru,11/2/2013,no
RAJadeja,1,19,0,0,0,0,0,vBangladesh,Dhaka,6/21/2015,no
RAJadeja,1,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
RAJadeja,1,0,0,0,0,0,0,vSriLanka,TheOval,6/8/2017,no
RAJadeja,1,47,0,0,0,0,0,vSouthAfrica,Cardiff,6/6/2013,no
RAJadeja,1,3,0,0,0,0,0,vPakistan,Adelaide,2/15/2015,no
RAJadeja,1,5,0,0,0,0,0,vAustralia,Brisbane,1/15/2016,no
RAJadeja,1,9,0,0,0,0,0,vEngland,Cardiff,8/27/2014,no
RAJadeja,1,2,0,0,0,0,0,vAustralia,Mohali,10/19/2013,no
RAJadeja,1,10,0,0,0,0,0,vWestIndies,Visakhapatnam,11/24/2013,no
RAJadeja,1,0,0,0,0,0,0,vSriLanka,PortofSpain,7/9/2013,no
RAJadeja,1,6,0,0,0,0,0,vWestIndies,Delhi,10/11/2014,no
RAJadeja,1,23,0,0,0,0,0,vBangladesh,Melbourne,3/19/2015,no
RAJadeja,1,27,0,0,0,0,0,vPakistan,Delhi,1/6/2013,no
RAJadeja,1,62,0,0,0,0,0,vNewZealand,Hamilton,1/28/2014,no
RAJadeja,1,16,0,0,0,0,0,vEngland,Cuttack,1/19/2017,no
RAJadeja,1,15,0,0,0,0,0,vZimbabwe,Harare,7/26/2013,no
