Player,Overs,Mdns,Runs,Wkts,Economy,Inns,Opposition,Ground,StartDate,Result
AMRahane,0,0,0,0,0,2,vEngland,Brisbane,1/20/2015,no
RAJadeja,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
ISharma,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
VKohli,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
AMRahane,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
MohammedShami,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
ARPatel,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
MSDhoni,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
ATRayudu,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
STRBinny,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
SKRaina,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
SDhawan,0,0,0,0,0,0,vAustralia,Sydney,1/26/2015,no
MSDhoni,0,0,0,0,0,2,vEngland,Perth,1/30/2015,no
ATRayudu,0,0,0,0,0,2,vEngland,Perth,1/30/2015,no
SKRaina,0,0,0,0,0,2,vEngland,Perth,1/30/2015,no
SDhawan,0,0,0,0,0,2,vEngland,Perth,1/30/2015,no
VKohli,0,0,0,0,0,2,vEngland,Perth,1/30/2015,no
AMRahane,0,0,0,0,0,2,vEngland,Perth,1/30/2015,no
MSDhoni,0,0,0,0,0,2,vPakistan,Adelaide,2/15/2015,no
SDhawan,0,0,0,0,0,2,vPakistan,Adelaide,2/15/2015,no
RGSharma,0,0,0,0,0,2,vPakistan,Adelaide,2/15/2015,no
VKohli,0,0,0,0,0,2,vPakistan,Adelaide,2/15/2015,no
AMRahane,0,0,0,0,0,2,vPakistan,Adelaide,2/15/2015,no
MSDhoni,0,0,0,0,0,2,vSouthAfrica,Melbourne,2/22/2015,no
SDhawan,0,0,0,0,0,2,vSouthAfrica,Melbourne,2/22/2015,no
RGSharma,0,0,0,0,0,2,vSouthAfrica,Melbourne,2/22/2015,no
VKohli,0,0,0,0,0,2,vSouthAfrica,Melbourne,2/22/2015,no
AMRahane,0,0,0,0,0,2,vSouthAfrica,Melbourne,2/22/2015,no
RGSharma,0,0,0,0,0,1,vU.A.E.,Perth,2/28/2015,no
VKohli,0,0,0,0,0,1,vU.A.E.,Perth,2/28/2015,no
AMRahane,0,0,0,0,0,1,vU.A.E.,Perth,2/28/2015,no
MSDhoni,0,0,0,0,0,1,vU.A.E.,Perth,2/28/2015,no
SKRaina,0,0,0,0,0,1,vU.A.E.,Perth,2/28/2015,no
SDhawan,0,0,0,0,0,1,vU.A.E.,Perth,2/28/2015,no
MSDhoni,0,0,0,0,0,1,vWestIndies,Perth,3/6/2015,no
SKRaina,0,0,0,0,0,1,vWestIndies,Perth,3/6/2015,no
SDhawan,0,0,0,0,0,1,vWestIndies,Perth,3/6/2015,no
RGSharma,0,0,0,0,0,1,vWestIndies,Perth,3/6/2015,no
VKohli,0,0,0,0,0,1,vWestIndies,Perth,3/6/2015,no
AMRahane,0,0,0,0,0,1,vWestIndies,Perth,3/6/2015,no
SDhawan,0,0,0,0,0,1,vIreland,Hamilton,3/10/2015,no
VKohli,0,0,0,0,0,1,vIreland,Hamilton,3/10/2015,no
AMRahane,0,0,0,0,0,1,vIreland,Hamilton,3/10/2015,no
MSDhoni,0,0,0,0,0,1,vIreland,Hamilton,3/10/2015,no
MSDhoni,0,0,0,0,0,1,vZimbabwe,Auckland,3/14/2015,no
SKRaina,0,0,0,0,0,1,vZimbabwe,Auckland,3/14/2015,no
SDhawan,0,0,0,0,0,1,vZimbabwe,Auckland,3/14/2015,no
RGSharma,0,0,0,0,0,1,vZimbabwe,Auckland,3/14/2015,no
VKohli,0,0,0,0,0,1,vZimbabwe,Auckland,3/14/2015,no
AMRahane,0,0,0,0,0,1,vZimbabwe,Auckland,3/14/2015,no
MSDhoni,0,0,0,0,0,2,vBangladesh,Melbourne,3/19/2015,no
SDhawan,0,0,0,0,0,2,vBangladesh,Melbourne,3/19/2015,no
RGSharma,0,0,0,0,0,2,vBangladesh,Melbourne,3/19/2015,no
VKohli,0,0,0,0,0,2,vBangladesh,Melbourne,3/19/2015,no
AMRahane,0,0,0,0,0,2,vBangladesh,Melbourne,3/19/2015,no
MSDhoni,0,0,0,0,0,1,vAustralia,Sydney,3/26/2015,no
SKRaina,0,0,0,0,0,1,vAustralia,Sydney,3/26/2015,no
SDhawan,0,0,0,0,0,1,vAustralia,Sydney,3/26/2015,no
RGSharma,0,0,0,0,0,1,vAustralia,Sydney,3/26/2015,no
AMRahane,0,0,0,0,0,1,vAustralia,Sydney,3/26/2015,no
SDhawan,0,0,0,0,0,1,vBangladesh,Dhaka,6/18/2015,no
RGSharma,0,0,0,0,0,1,vBangladesh,Dhaka,6/18/2015,no
AMRahane,0,0,0,0,0,1,vBangladesh,Dhaka,6/18/2015,no
MSDhoni,0,0,0,0,0,1,vBangladesh,Dhaka,6/18/2015,no
MSDhoni,0,0,0,0,0,2,vBangladesh,Dhaka,6/21/2015,no
ATRayudu,0,0,0,0,0,2,vBangladesh,Dhaka,6/21/2015,no
SDhawan,0,0,0,0,0,2,vBangladesh,Dhaka,6/21/2015,no
RGSharma,0,0,0,0,0,2,vBangladesh,Dhaka,6/21/2015,no
VKohli,0,0,0,0,0,2,vBangladesh,Dhaka,6/21/2015,no
MSDhoni,0,0,0,0,0,2,vBangladesh,Dhaka,6/24/2015,no
SDhawan,0,0,0,0,0,2,vBangladesh,Dhaka,6/24/2015,no
RGSharma,0,0,0,0,0,2,vBangladesh,Dhaka,6/24/2015,no
VKohli,0,0,0,0,0,2,vBangladesh,Dhaka,6/24/2015,no
RVUthappa,0,0,0,0,0,2,vZimbabwe,Harare,7/10/2015,no
ATRayudu,0,0,0,0,0,2,vZimbabwe,Harare,7/10/2015,no
MVijay,0,0,0,0,0,2,vZimbabwe,Harare,7/10/2015,no
AMRahane,0,0,0,0,0,2,vZimbabwe,Harare,7/10/2015,no
KMJadhav,0,0,0,0,0,2,vZimbabwe,Harare,7/10/2015,no
RVUthappa,0,0,0,0,0,2,vZimbabwe,Harare,7/12/2015,no
ATRayudu,0,0,0,0,0,2,vZimbabwe,Harare,7/12/2015,no
MKTiwary,0,0,0,0,0,2,vZimbabwe,Harare,7/12/2015,no
AMRahane,0,0,0,0,0,2,vZimbabwe,Harare,7/12/2015,no
KMJadhav,0,0,0,0,0,2,vZimbabwe,Harare,7/12/2015,no
RVUthappa,0,0,0,0,0,2,vZimbabwe,Harare,7/14/2015,no
MKTiwary,0,0,0,0,0,2,vZimbabwe,Harare,7/14/2015,no
AMRahane,0,0,0,0,0,2,vZimbabwe,Harare,7/14/2015,no
MKPandey,0,0,0,0,0,2,vZimbabwe,Harare,7/14/2015,no
KMJadhav,0,0,0,0,0,2,vZimbabwe,Harare,7/14/2015,no
MSDhoni,0,0,0,0,0,1,vSouthAfrica,Kanpur,10/11/2015,no
SDhawan,0,0,0,0,0,1,vSouthAfrica,Kanpur,10/11/2015,no
RGSharma,0,0,0,0,0,1,vSouthAfrica,Kanpur,10/11/2015,no
AMRahane,0,0,0,0,0,1,vSouthAfrica,Kanpur,10/11/2015,no
MSDhoni,0,0,0,0,0,2,vSouthAfrica,Indore,10/14/2015,no
SDhawan,0,0,0,0,0,2,vSouthAfrica,Indore,10/14/2015,no
RGSharma,0,0,0,0,0,2,vSouthAfrica,Indore,10/14/2015,no
VKohli,0,0,0,0,0,2,vSouthAfrica,Indore,10/14/2015,no
AMRahane,0,0,0,0,0,2,vSouthAfrica,Indore,10/14/2015,no
MSDhoni,0,0,0,0,0,1,vSouthAfrica,Rajkot,10/18/2015,no
SDhawan,0,0,0,0,0,1,vSouthAfrica,Rajkot,10/18/2015,no
RGSharma,0,0,0,0,0,1,vSouthAfrica,Rajkot,10/18/2015,no
VKohli,0,0,0,0,0,1,vSouthAfrica,Rajkot,10/18/2015,no
AMRahane,0,0,0,0,0,1,vSouthAfrica,Rajkot,10/18/2015,no
MSDhoni,0,0,0,0,0,2,vSouthAfrica,Chennai,10/22/2015,no
SKRaina,0,0,0,0,0,2,vSouthAfrica,Chennai,10/22/2015,no
SDhawan,0,0,0,0,0,2,vSouthAfrica,Chennai,10/22/2015,no
RGSharma,0,0,0,0,0,2,vSouthAfrica,Chennai,10/22/2015,no
VKohli,0,0,0,0,0,2,vSouthAfrica,Chennai,10/22/2015,no
AMRahane,0,0,0,0,0,2,vSouthAfrica,Chennai,10/22/2015,no
MSDhoni,0,0,0,0,0,1,vSouthAfrica,Mumbai,10/25/2015,no
SDhawan,0,0,0,0,0,1,vSouthAfrica,Mumbai,10/25/2015,no
RGSharma,0,0,0,0,0,1,vSouthAfrica,Mumbai,10/25/2015,no
AMRahane,0,0,0,0,0,1,vSouthAfrica,Mumbai,10/25/2015,no
MKPandey,0,0,0,0,0,2,vAustralia,Perth,1/12/2016,no
MSDhoni,0,0,0,0,0,2,vAustralia,Perth,1/12/2016,no
SDhawan,0,0,0,0,0,2,vAustralia,Perth,1/12/2016,no
AMRahane,0,0,0,0,0,2,vAustralia,Perth,1/12/2016,no
MSDhoni,0,0,0,0,0,2,vAustralia,Brisbane,1/15/2016,no
SDhawan,0,0,0,0,0,2,vAustralia,Brisbane,1/15/2016,no
RGSharma,0,0,0,0,0,2,vAustralia,Brisbane,1/15/2016,no
AMRahane,0,0,0,0,0,2,vAustralia,Brisbane,1/15/2016,no
MKPandey,0,0,0,0,0,2,vAustralia,Brisbane,1/15/2016,no
MSDhoni,0,0,0,0,0,2,vAustralia,Melbourne,1/17/2016,no
SDhawan,0,0,0,0,0,2,vAustralia,Melbourne,1/17/2016,no
RGSharma,0,0,0,0,0,2,vAustralia,Melbourne,1/17/2016,no
VKohli,0,0,0,0,0,2,vAustralia,Melbourne,1/17/2016,no
AMRahane,0,0,0,0,0,2,vAustralia,Melbourne,1/17/2016,no
MSDhoni,0,0,0,0,0,1,vAustralia,Canberra,1/20/2016,no
SDhawan,0,0,0,0,0,1,vAustralia,Canberra,1/20/2016,no
RGSharma,0,0,0,0,0,1,vAustralia,Canberra,1/20/2016,no
VKohli,0,0,0,0,0,1,vAustralia,Canberra,1/20/2016,no
AMRahane,0,0,0,0,0,1,vAustralia,Canberra,1/20/2016,no
MKPandey,0,0,0,0,0,1,vAustralia,Sydney,1/23/2016,no
MSDhoni,0,0,0,0,0,1,vAustralia,Sydney,1/23/2016,no
SDhawan,0,0,0,0,0,1,vAustralia,Sydney,1/23/2016,no
RGSharma,0,0,0,0,0,1,vAustralia,Sydney,1/23/2016,no
VKohli,0,0,0,0,0,1,vAustralia,Sydney,1/23/2016,no
MSDhoni,0,0,0,0,0,1,vZimbabwe,Harare,6/11/2016,no
ATRayudu,0,0,0,0,0,1,vZimbabwe,Harare,6/11/2016,no
MKPandey,0,0,0,0,0,1,vZimbabwe,Harare,6/11/2016,no
KMJadhav,0,0,0,0,0,1,vZimbabwe,Harare,6/11/2016,no
KKNair,0,0,0,0,0,1,vZimbabwe,Harare,6/11/2016,no
KLRahul,0,0,0,0,0,1,vZimbabwe,Harare,6/11/2016,no
MSDhoni,0,0,0,0,0,1,vZimbabwe,Harare,6/13/2016,no
ATRayudu,0,0,0,0,0,1,vZimbabwe,Harare,6/13/2016,no
MKPandey,0,0,0,0,0,1,vZimbabwe,Harare,6/13/2016,no
KMJadhav,0,0,0,0,0,1,vZimbabwe,Harare,6/13/2016,no
KKNair,0,0,0,0,0,1,vZimbabwe,Harare,6/13/2016,no
KLRahul,0,0,0,0,0,1,vZimbabwe,Harare,6/13/2016,no
MSDhoni,0,0,0,0,0,1,vZimbabwe,Harare,6/15/2016,no
ATRayudu,0,0,0,0,0,1,vZimbabwe,Harare,6/15/2016,no
FYFazal,0,0,0,0,0,1,vZimbabwe,Harare,6/15/2016,no
MKPandey,0,0,0,0,0,1,vZimbabwe,Harare,6/15/2016,no
KMJadhav,0,0,0,0,0,1,vZimbabwe,Harare,6/15/2016,no
KLRahul,0,0,0,0,0,1,vZimbabwe,Harare,6/15/2016,no
MKPandey,0,0,0,0,0,1,vNewZealand,Dharamsala,10/16/2016,no
MSDhoni,0,0,0,0,0,1,vNewZealand,Dharamsala,10/16/2016,no
RGSharma,0,0,0,0,0,1,vNewZealand,Dharamsala,10/16/2016,no
VKohli,0,0,0,0,0,1,vNewZealand,Dharamsala,10/16/2016,no
AMRahane,0,0,0,0,0,1,vNewZealand,Dharamsala,10/16/2016,no
MSDhoni,0,0,0,0,0,1,vNewZealand,Delhi,10/20/2016,no
RGSharma,0,0,0,0,0,1,vNewZealand,Delhi,10/20/2016,no
VKohli,0,0,0,0,0,1,vNewZealand,Delhi,10/20/2016,no
AMRahane,0,0,0,0,0,1,vNewZealand,Delhi,10/20/2016,no
MKPandey,0,0,0,0,0,1,vNewZealand,Delhi,10/20/2016,no
MSDhoni,0,0,0,0,0,1,vNewZealand,Mohali,10/23/2016,no
RGSharma,0,0,0,0,0,1,vNewZealand,Mohali,10/23/2016,no
VKohli,0,0,0,0,0,1,vNewZealand,Mohali,10/23/2016,no
AMRahane,0,0,0,0,0,1,vNewZealand,Mohali,10/23/2016,no
MKPandey,0,0,0,0,0,1,vNewZealand,Mohali,10/23/2016,no
MSDhoni,0,0,0,0,0,1,vNewZealand,Ranchi,10/26/2016,no
RGSharma,0,0,0,0,0,1,vNewZealand,Ranchi,10/26/2016,no
VKohli,0,0,0,0,0,1,vNewZealand,Ranchi,10/26/2016,no
AMRahane,0,0,0,0,0,1,vNewZealand,Ranchi,10/26/2016,no
MKPandey,0,0,0,0,0,1,vNewZealand,Ranchi,10/26/2016,no
RGSharma,0,0,0,0,0,2,vNewZealand,Visakhapatnam,10/29/2016,no
VKohli,0,0,0,0,0,2,vNewZealand,Visakhapatnam,10/29/2016,no
AMRahane,0,0,0,0,0,2,vNewZealand,Visakhapatnam,10/29/2016,no
MKPandey,0,0,0,0,0,2,vNewZealand,Visakhapatnam,10/29/2016,no
KMJadhav,0,0,0,0,0,2,vNewZealand,Visakhapatnam,10/29/2016,no
MSDhoni,0,0,0,0,0,2,vNewZealand,Visakhapatnam,10/29/2016,no
MSDhoni,0,0,0,0,0,1,vEngland,Pune,1/15/2017,no
SDhawan,0,0,0,0,0,1,vEngland,Pune,1/15/2017,no
VKohli,0,0,0,0,0,1,vEngland,Pune,1/15/2017,no
KLRahul,0,0,0,0,0,1,vEngland,Pune,1/15/2017,no
MSDhoni,0,0,0,0,0,2,vEngland,Cuttack,1/19/2017,no
YuvrajSingh,0,0,0,0,0,2,vEngland,Cuttack,1/19/2017,no
SDhawan,0,0,0,0,0,2,vEngland,Cuttack,1/19/2017,no
VKohli,0,0,0,0,0,2,vEngland,Cuttack,1/19/2017,no
KLRahul,0,0,0,0,0,2,vEngland,Cuttack,1/19/2017,no
MSDhoni,0,0,0,0,0,1,vEngland,Kolkata,1/22/2017,no
VKohli,0,0,0,0,0,1,vEngland,Kolkata,1/22/2017,no
AMRahane,0,0,0,0,0,1,vEngland,Kolkata,1/22/2017,no
KMJadhav,0,0,0,0,0,1,vEngland,Kolkata,1/22/2017,no
KLRahul,0,0,0,0,0,1,vEngland,Kolkata,1/22/2017,no
MSDhoni,0,0,0,0,0,2,vPakistan,Birmingham,6/4/2017,no
YuvrajSingh,0,0,0,0,0,2,vPakistan,Birmingham,6/4/2017,no
SDhawan,0,0,0,0,0,2,vPakistan,Birmingham,6/4/2017,no
RGSharma,0,0,0,0,0,2,vPakistan,Birmingham,6/4/2017,no
VKohli,0,0,0,0,0,2,vPakistan,Birmingham,6/4/2017,no
KMJadhav,0,0,0,0,0,2,vPakistan,Birmingham,6/4/2017,no
MSDhoni,0,0,0,0,0,2,vSriLanka,TheOval,6/8/2017,no
YuvrajSingh,0,0,0,0,0,2,vSriLanka,TheOval,6/8/2017,no
SDhawan,0,0,0,0,0,2,vSriLanka,TheOval,6/8/2017,no
RGSharma,0,0,0,0,0,2,vSriLanka,TheOval,6/8/2017,no
MSDhoni,0,0,0,0,0,1,vSouthAfrica,TheOval,6/11/2017,no
YuvrajSingh,0,0,0,0,0,1,vSouthAfrica,TheOval,6/11/2017,no
SDhawan,0,0,0,0,0,1,vSouthAfrica,TheOval,6/11/2017,no
RGSharma,0,0,0,0,0,1,vSouthAfrica,TheOval,6/11/2017,no
VKohli,0,0,0,0,0,1,vSouthAfrica,TheOval,6/11/2017,no
KMJadhav,0,0,0,0,0,1,vSouthAfrica,TheOval,6/11/2017,no
MSDhoni,0,0,0,0,0,1,vBangladesh,Birmingham,6/15/2017,no
YuvrajSingh,0,0,0,0,0,1,vBangladesh,Birmingham,6/15/2017,no
SDhawan,0,0,0,0,0,1,vBangladesh,Birmingham,6/15/2017,no
RGSharma,0,0,0,0,0,1,vBangladesh,Birmingham,6/15/2017,no
VKohli,0,0,0,0,0,1,vBangladesh,Birmingham,6/15/2017,no
MSDhoni,0,0,0,0,0,1,vPakistan,TheOval,6/18/2017,no
YuvrajSingh,0,0,0,0,0,1,vPakistan,TheOval,6/18/2017,no
SDhawan,0,0,0,0,0,1,vPakistan,TheOval,6/18/2017,no
RGSharma,0,0,0,0,0,1,vPakistan,TheOval,6/18/2017,no
VKohli,0,0,0,0,0,1,vPakistan,TheOval,6/18/2017,no
MSDhoni,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
YuvrajSingh,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
RAshwin,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
SDhawan,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
VKohli,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
AMRahane,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
KMJadhav,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
BKumar,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
UTYadav,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
KuldeepYadav,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
HHPandya,0,0,0,0,0,0,vWestIndies,PortofSpain,6/23/2017,no
MSDhoni,0,0,0,0,0,2,vWestIndies,PortofSpain,6/25/2017,no
SDhawan,0,0,0,0,0,2,vWestIndies,PortofSpain,6/25/2017,no
VKohli,0,0,0,0,0,2,vWestIndies,PortofSpain,6/25/2017,no
AMRahane,0,0,0,0,0,2,vWestIndies,PortofSpain,6/25/2017,no
KMJadhav,0,0,0,0,0,2,vWestIndies,PortofSpain,6/25/2017,no
MSDhoni,0,0,0,0,0,2,vWestIndies,NorthSound,6/30/2017,no
YuvrajSingh,0,0,0,0,0,2,vWestIndies,NorthSound,6/30/2017,no
SDhawan,0,0,0,0,0,2,vWestIndies,NorthSound,6/30/2017,no
VKohli,0,0,0,0,0,2,vWestIndies,NorthSound,6/30/2017,no
AMRahane,0,0,0,0,0,2,vWestIndies,NorthSound,6/30/2017,no
MSDhoni,0,0,0,0,0,1,vWestIndies,NorthSound,7/2/2017,no
KDKarthik,0,0,0,0,0,1,vWestIndies,NorthSound,7/2/2017,no
SDhawan,0,0,0,0,0,1,vWestIndies,NorthSound,7/2/2017,no
VKohli,0,0,0,0,0,1,vWestIndies,NorthSound,7/2/2017,no
AMRahane,0,0,0,0,0,1,vWestIndies,NorthSound,7/2/2017,no
KMJadhav,0,0,0,0,0,1,vWestIndies,NorthSound,7/2/2017,no
MSDhoni,0,0,0,0,0,1,vWestIndies,Kingston,7/6/2017,no
KDKarthik,0,0,0,0,0,1,vWestIndies,Kingston,7/6/2017,no
SDhawan,0,0,0,0,0,1,vWestIndies,Kingston,7/6/2017,no
VKohli,0,0,0,0,0,1,vWestIndies,Kingston,7/6/2017,no
AMRahane,0,0,0,0,0,1,vWestIndies,Kingston,7/6/2017,no
MSDhoni,0,0,0,0,0,1,vSriLanka,Dambulla,8/20/2017,no
SDhawan,0,0,0,0,0,1,vSriLanka,Dambulla,8/20/2017,no
RGSharma,0,0,0,0,0,1,vSriLanka,Dambulla,8/20/2017,no
VKohli,0,0,0,0,0,1,vSriLanka,Dambulla,8/20/2017,no
KLRahul,0,0,0,0,0,1,vSriLanka,Dambulla,8/20/2017,no
MSDhoni,0,0,0,0,0,1,vSriLanka,Pallekele,8/24/2017,no
SDhawan,0,0,0,0,0,1,vSriLanka,Pallekele,8/24/2017,no
RGSharma,0,0,0,0,0,1,vSriLanka,Pallekele,8/24/2017,no
VKohli,0,0,0,0,0,1,vSriLanka,Pallekele,8/24/2017,no
KLRahul,0,0,0,0,0,1,vSriLanka,Pallekele,8/24/2017,no
MSDhoni,0,0,0,0,0,1,vSriLanka,Pallekele,8/27/2017,no
SDhawan,0,0,0,0,0,1,vSriLanka,Pallekele,8/27/2017,no
RGSharma,0,0,0,0,0,1,vSriLanka,Pallekele,8/27/2017,no
VKohli,0,0,0,0,0,1,vSriLanka,Pallekele,8/27/2017,no
KLRahul,0,0,0,0,0,1,vSriLanka,Pallekele,8/27/2017,no
MSDhoni,0,0,0,0,0,2,vSriLanka,Colombo(RPS),8/31/2017,no
SDhawan,0,0,0,0,0,2,vSriLanka,Colombo(RPS),8/31/2017,no
RGSharma,0,0,0,0,0,2,vSriLanka,Colombo(RPS),8/31/2017,no
MKPandey,0,0,0,0,0,2,vSriLanka,Colombo(RPS),8/31/2017,no
KLRahul,0,0,0,0,0,2,vSriLanka,Colombo(RPS),8/31/2017,no
MSDhoni,0,0,0,0,0,1,vSriLanka,Colombo(RPS),9/3/2017,no
RGSharma,0,0,0,0,0,1,vSriLanka,Colombo(RPS),9/3/2017,no
VKohli,0,0,0,0,0,1,vSriLanka,Colombo(RPS),9/3/2017,no
AMRahane,0,0,0,0,0,1,vSriLanka,Colombo(RPS),9/3/2017,no
MKPandey,0,0,0,0,0,1,vSriLanka,Colombo(RPS),9/3/2017,no
